chembl_id,smiles,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_molformula,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,np_likeness_score,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.93,3,0.26,3.53,3.79,,C19H16ClNO4,357.79,4,5,1,1,25,ACID,357.79,357.0768,-0.72,0,0,68.53,0.77,N,4
CHEMBL6616,COc1cc(CC(C)N)c(OC)cc1I,2.20,1,0.02,2.42,,9.90,C11H16INO2,321.16,3,3,1,2,15,BASE,321.16,321.0226,-0.04,0,0,44.48,0.86,N,4
CHEMBL6437,CN1CCN2c3ccccc3Cc3ccccc3C2C1,3.08,2,3.71,3.83,,6.92,C18H20N2,264.37,2,2,0,0,20,NEUTRAL,264.37,264.1626,-0.64,0,0,6.48,0.72,N,0
CHEMBL6393,c1ccc2c(c1)cc1n2CCNC1,1.74,2,0.51,1.60,,8.46,C11H12N2,172.23,2,2,1,1,13,NEUTRAL,172.23,172.1000,-0.76,0,0,16.96,0.64,Y,0
CHEMBL6385,COc1ccc2cc3n(c2c1)CCNC3,1.75,2,0.34,1.44,,8.47,C12H14N2O,202.26,3,3,1,1,15,NEUTRAL,202.26,202.1106,-0.50,0,0,26.19,0.76,Y,1
CHEMBL269073,COc1ccc2c(c1)cc1n2CCNC1,1.75,2,0.32,1.44,,8.49,C12H14N2O,202.26,3,3,1,1,15,NEUTRAL,202.26,202.1106,-0.71,0,0,26.19,0.76,Y,1
CHEMBL6503,c1ccc2c(c1)nc1n2CCNC1,1.14,2,0.65,0.94,,7.39,C10H11N3,173.22,3,3,1,1,13,NEUTRAL,173.22,173.0953,-1.21,0,0,29.85,0.65,Y,0
CHEMBL266591,Cc1[nH]c2ccc(O)cc2c1CCN,1.68,2,-0.84,0.68,9.32,10.01,C11H14N2O,190.25,2,3,3,4,14,BASE,190.25,190.1106,0.17,0,0,62.04,0.67,N,2
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,1.37,2,-1.03,0.48,9.31,10.00,C10H12N2O,176.22,2,3,3,4,13,BASE,176.22,176.0950,0.64,0,0,62.04,0.65,N,2
CHEMBL267014,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,3.54,3,2.85,3.51,,7.94,C18H19ClN4,326.83,3,4,1,1,23,NEUTRAL,326.83,326.1298,-1.76,0,0,35.16,0.80,N,3
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.72,2,3.12,3.40,,7.35,C18H19ClN4,326.83,4,4,1,1,23,NEUTRAL,326.83,326.1298,-0.78,0,0,30.87,0.80,N,0
CHEMBL268868,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,4.06,3,3.55,3.57,8.73,,C20H15N3O2,329.36,4,5,3,3,25,NEUTRAL,329.36,329.1164,-0.40,0,0,70.23,0.63,N,4
CHEMBL7939,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,4.34,3,3.84,3.86,8.73,,C20H13F2N3O2,365.34,4,5,3,3,27,NEUTRAL,365.34,365.0976,-0.66,0,0,70.23,0.60,N,4
CHEMBL7352,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,4.07,3,3.24,3.26,8.73,,C22H19N3O4,389.41,6,7,3,3,29,NEUTRAL,389.41,389.1376,-0.36,0,0,88.69,0.55,N,6
CHEMBL7775,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,4.08,3,3.78,3.80,8.72,,C21H17N3O2,343.39,4,5,2,2,26,NEUTRAL,343.39,343.1321,-0.74,0,0,61.44,0.70,N,4
CHEMBL7914,Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,4.67,3,4.58,4.60,8.73,,C22H19N3O2,357.41,4,5,3,3,27,NEUTRAL,357.41,357.1477,-0.48,0,0,70.23,0.59,N,4
CHEMBL268441,CC(=O)N(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,4.00,3,2.86,2.89,8.52,,C22H17N3O3,371.40,4,6,2,2,28,NEUTRAL,371.40,371.1270,-0.79,0,0,78.51,0.68,N,4
CHEMBL8036,CN1C(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C1=O,4.40,3,3.80,3.80,,,C21H17N3O2,343.39,4,5,2,2,26,NEUTRAL,343.39,343.1321,-0.54,0,0,61.44,0.69,N,4
CHEMBL8000,O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1,5.97,4,5.45,5.45,,,C26H19N3O2,405.46,4,5,2,2,31,NEUTRAL,405.46,405.1477,-0.75,1,1,61.44,0.40,N,5
CHEMBL8095,COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1,4.07,3,3.40,3.42,8.73,,C21H17N3O3,359.39,5,6,3,3,27,NEUTRAL,359.39,359.1270,-0.49,0,0,79.46,0.60,N,5
CHEMBL7929,O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,7.39,5,6.85,6.87,8.73,,C32H23N3O2,481.56,4,5,3,3,37,NEUTRAL,481.56,481.1790,-0.33,1,1,70.23,0.22,N,6
CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,2.42,3,3.36,3.61,11.82,7.29,C22H22FN3O3,395.43,5,6,1,1,29,NEUTRAL,395.43,395.1645,-1.37,0,0,75.17,0.67,N,5
CHEMBL460,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,1.96,1,1.96,2.04,,6.65,C16H24N2O2,276.38,3,4,1,1,20,NEUTRAL,276.38,276.1838,-0.63,0,0,45.33,0.92,Y,3
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,2.85,2,2.58,2.88,9.26,7.72,C17H17NO2,267.33,3,3,2,2,20,NEUTRAL,267.33,267.1259,1.45,0,0,43.70,0.72,Y,0
CHEMBL56,CCCN(CCC)C1CCc2cccc(O)c2C1,3.37,1,1.47,3.54,9.82,10.72,C16H25NO,247.38,2,2,1,1,18,BASE,247.38,247.1936,-0.31,0,0,23.47,0.86,N,5
CHEMBL267474,Cn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)Oc4cccc([N+](=O)[O-])c4)cc3)nc2c1=O,1.29,4,3.00,3.16,7.67,0.71,C18H13N5O7S,443.40,9,12,2,2,31,NEUTRAL,443.40,443.0536,-1.07,1,0,170.05,0.26,N,5
CHEMBL268617,CCCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2c1=O,1.13,3,0.00,0.01,-2.31,0.79,C15H16N4O5S,364.38,6,9,3,3,25,ACID,364.38,364.0841,-0.80,0,0,137.91,0.58,N,5
CHEMBL266099,CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)Oc4cccc([N+](=O)[O-])c4)cc3)[nH]c2n(CCC)c1=O,3.05,4,3.93,4.13,7.52,1.62,C23H23N5O7S,513.53,10,12,1,1,36,NEUTRAL,513.53,513.1318,-1.26,2,1,159.19,0.20,N,9
CHEMBL8495,CCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)Oc4cccc([N+](=O)[O-])c4)cc3)nc2c1=O,2.17,4,3.88,4.04,7.66,0.70,C20H17N5O7S,471.45,9,12,2,2,33,NEUTRAL,471.45,471.0849,-1.22,1,0,170.05,0.23,N,7
CHEMBL8565,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O,0.74,3,-0.59,0.09,-2.38,,C14H14N4O5S,350.36,6,9,3,3,24,ACID,350.36,350.0685,-0.95,0,0,137.91,0.59,N,4
CHEMBL275987,Cn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2c1=O,-0.14,3,-1.32,-1.31,-2.31,0.79,C12H10N4O5S,322.30,6,9,3,3,22,ACID,322.30,322.0372,-0.60,0,0,137.91,0.56,N,2
CHEMBL418333,CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2n(CCC)c1=O,1.62,3,-0.38,-0.50,-2.35,1.70,C17H20N4O5S,392.44,7,9,2,2,27,ACID,392.44,392.1154,-0.94,0,0,127.05,0.61,N,6
CHEMBL8789,CCCCn1c(=O)[nH]c2[nH]c(-c3ccccc3)nc2c1=O,1.88,3,3.21,3.33,7.83,0.82,C15H16N4O2,284.32,4,6,2,2,21,NEUTRAL,284.32,284.1273,-0.81,0,0,83.54,0.77,N,4
CHEMBL274855,CCCn1c(=O)[nH]c2[nH]c(-c3ccccc3)nc2c1=O,1.49,3,2.76,2.88,7.83,0.82,C14H14N4O2,270.29,4,6,2,2,20,NEUTRAL,270.29,270.1117,-0.87,0,0,83.54,0.76,N,3
CHEMBL9069,Cn1c(=O)[nH]c2[nH]c(-c3ccccc3)nc2c1=O,0.62,3,1.89,2.00,7.84,0.82,C12H10N4O2,242.24,4,6,2,2,18,NEUTRAL,242.24,242.0804,-0.56,0,0,83.54,0.66,N,1
CHEMBL8488,Cn1c(=O)c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2n(C)c1=O,-0.13,3,-2.13,-2.26,-2.35,1.72,C13H12N4O5S,336.33,7,9,2,2,23,ACID,336.33,336.0528,-0.82,0,0,127.05,0.63,N,2
CHEMBL417601,Cn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)Oc4ccc([N+](=O)[O-])cc4)cc3)nc2c1=O,1.29,4,3.00,3.16,7.67,0.71,C18H13N5O7S,443.40,9,12,2,2,31,NEUTRAL,443.40,443.0536,-0.92,1,0,170.05,0.26,N,5
CHEMBL59,NCCc1ccc(O)c(O)c1,0.60,1,-1.45,0.03,10.01,9.27,C8H11NO2,153.18,3,3,3,4,11,BASE,153.18,153.0790,1.15,0,0,66.48,0.54,N,2
CHEMBL412854,CCCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)Oc4ccc([N+](=O)[O-])cc4)cc3)nc2c1=O,2.56,4,4.32,4.48,7.66,0.70,C21H19N5O7S,485.48,9,12,2,2,34,NEUTRAL,485.48,485.1005,-1.04,1,0,170.05,0.22,N,8
CHEMBL9030,Cn1c(=O)c2nc(-c3ccc(S(=O)(=O)Oc4ccc([N+](=O)[O-])cc4)cc3)[nH]c2n(C)c1=O,1.30,4,2.18,2.37,7.55,1.63,C19H15N5O7S,457.42,10,12,1,1,32,NEUTRAL,457.42,457.0692,-1.07,1,0,159.19,0.27,N,5
CHEMBL8732,CCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)Oc4ccc([N+](=O)[O-])cc4)cc3)nc2c1=O,2.17,4,3.88,4.04,7.66,0.70,C20H17N5O7S,471.45,9,12,2,2,33,NEUTRAL,471.45,471.0849,-1.08,1,0,170.05,0.23,N,7
CHEMBL8865,CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)Oc4ccc([N+](=O)[O-])cc4)cc3)[nH]c2n(CCC)c1=O,3.05,4,3.93,4.13,7.52,1.62,C23H23N5O7S,513.53,10,12,1,1,36,NEUTRAL,513.53,513.1318,-1.13,2,1,159.19,0.20,N,9
CHEMBL8810,CCCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)Oc4cccc([N+](=O)[O-])c4)cc3)nc2c1=O,2.56,4,4.32,4.48,7.66,0.70,C21H19N5O7S,485.48,9,12,2,2,34,NEUTRAL,485.48,485.1005,-1.18,1,0,170.05,0.22,N,8
CHEMBL267930,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,3.22,2,2.14,3.07,11.83,8.28,C23H26FN3O2,395.48,4,5,1,1,29,NEUTRAL,395.48,395.2009,-0.84,0,0,52.65,0.76,N,6
CHEMBL9034,Cn1c(=O)c2nc(-c3ccc(S(=O)(=O)Oc4cccc([N+](=O)[O-])c4)cc3)[nH]c2n(C)c1=O,1.30,4,2.18,2.37,7.55,1.63,C19H15N5O7S,457.42,10,12,1,1,32,NEUTRAL,457.42,457.0692,-1.22,1,0,159.19,0.27,N,5
CHEMBL65,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,2.08,3,1.22,1.22,11.71,3.07,C20H16N2O4,348.36,6,6,1,1,26,NEUTRAL,348.36,348.1110,1.01,0,0,81.42,0.53,N,1
CHEMBL477,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-1.98,2,-2.09,-2.09,12.45,3.94,C10H13N5O4,267.25,9,9,4,5,19,NEUTRAL,267.25,267.0968,1.31,0,0,139.54,0.49,N,2
CHEMBL478,Clc1cccc(N2CCNCC2)c1,1.75,1,0.67,2.15,,8.87,C10H13ClN2,196.68,2,2,1,1,13,BASE,196.68,196.0767,-1.66,0,0,15.27,0.74,Y,1
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5.89,2,3.93,5.47,,8.93,C21H26N2S2,370.59,4,2,0,0,25,BASE,370.59,370.1537,-1.03,1,1,6.48,0.62,N,4
CHEMBL493,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,3.19,2,3.80,3.89,9.69,6.71,C32H40BrN5O5,654.61,6,10,3,3,43,NEUTRAL,654.61,653.2213,1.29,1,1,118.21,0.46,N,5
CHEMBL268763,Nc1nc2ccccc2c(=O)o1,0.77,2,1.23,1.23,,2.53,C8H6N2O2,162.15,4,4,1,2,12,NEUTRAL,162.15,162.0429,-0.37,0,0,69.12,0.62,N,0
CHEMBL10625,CNc1nc2ccccc2c(=O)o1,1.23,2,1.50,1.50,,2.63,C9H8N2O2,176.18,4,4,1,1,13,NEUTRAL,176.18,176.0586,-0.51,0,0,55.13,0.71,N,1
CHEMBL10756,Cc1cccc2nc(NC(C)C)oc(=O)c12,2.32,2,2.79,2.79,,2.41,C12H14N2O2,218.26,4,4,1,1,16,NEUTRAL,218.26,218.1055,-0.69,0,0,55.13,0.84,N,2
CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,1.85,3,-0.91,-0.33,8.00,9.75,C23H23N3O5,421.45,8,8,2,2,31,BASE,421.45,421.1638,0.90,0,0,104.89,0.49,N,3
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,3.59,3,1.25,2.63,,8.76,C23H27FN4O2,410.49,6,6,0,0,30,BASE,410.49,410.2118,-1.47,0,0,64.16,0.66,N,4
CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,1.91,2,-0.53,1.69,,9.67,C14H20N2O2,248.33,3,4,3,3,18,BASE,248.33,248.1525,-0.38,0,0,57.28,0.73,N,6
CHEMBL273273,CCCN(CCC)C1CCc2c(O)cccc2C1,3.37,1,1.14,3.27,10.03,11.02,C16H25NO,247.38,2,2,1,1,18,BASE,247.38,247.1936,-0.22,0,0,23.47,0.86,N,5
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,2.73,2,1.99,2.01,8.84,,C11H12N2O2S,236.30,3,4,2,3,16,NEUTRAL,236.30,236.0619,-0.23,0,0,66.56,0.62,N,2
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,1.77,1,2.17,2.23,,6.59,C15H21N3O2,275.35,4,5,1,1,20,NEUTRAL,275.35,275.1634,1.15,0,0,44.81,0.85,N,1
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,2.70,2,1.25,2.63,,8.95,C13H14N2,198.27,2,2,1,2,15,BASE,198.27,198.1157,-0.67,0,0,38.91,0.71,Y,0
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,4.36,2,3.04,4.21,,8.54,C24H29NO3,379.50,4,4,0,0,28,BASE,379.50,379.2147,-0.06,0,0,38.77,0.75,N,6
CHEMBL11805,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,7.65,2,4.25,6.76,,8.94,C40H66N4O4,666.99,6,8,0,0,48,BASE,666.99,666.5084,-0.51,2,2,65.56,0.09,N,27
CHEMBL267777,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.48,4,4.61,5.31,,8.00,C27H25F2N3OS,477.58,5,4,0,0,34,NEUTRAL,477.58,477.1686,-1.36,1,1,37.61,0.38,N,5
CHEMBL275996,CC1CCN(CC[C@@H](C)N(C)S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,4.12,1,2.49,3.87,,8.76,C17H26Cl2N2O2S,393.38,3,4,0,0,24,BASE,393.38,392.1092,-1.74,0,0,40.62,0.73,N,6
CHEMBL12777,CC1CCN(CC[C@@H](C)N(C)S(=O)(=O)c2cccc3ccccc23)CC1,3.97,2,2.28,3.65,,8.76,C21H30N2O2S,374.55,3,4,0,0,26,BASE,374.55,374.2028,-1.24,0,0,40.62,0.77,N,6
CHEMBL13052,O=C1Nc2cccc3c2C1(CCCN1CCN(c2ccccc2)CC1)CCC3,3.82,2,3.86,4.56,13.24,8.02,C24H29N3O,375.52,3,4,1,1,28,NEUTRAL,375.52,375.2311,-0.45,0,0,35.58,0.86,N,5
CHEMBL12264,Cc1cccc(S(=O)(=O)N(C)[C@H](C)CCN2CCC(C)CC2)c1,3.13,1,1.79,3.17,,8.77,C18H30N2O2S,338.52,3,4,0,0,23,BASE,338.52,338.2028,-1.69,0,0,40.62,0.80,N,6
CHEMBL274595,CC1CCN(CC[C@@H](C)N(C)S(=O)(=O)c2cc(Br)c(Br)s2)CC1,4.40,1,3.00,4.31,,8.69,C15H24Br2N2O2S2,488.31,4,4,0,0,23,BASE,488.31,485.9646,-1.34,0,0,40.62,0.60,N,6
CHEMBL13049,CC1CCCN(CCC(C)N(C)S(=O)(=O)c2cccc3ccccc23)C1,3.97,2,2.25,3.73,,8.87,C21H30N2O2S,374.55,3,4,0,0,26,BASE,374.55,374.2028,-1.20,0,0,40.62,0.77,N,6
CHEMBL276255,C[C@H]1CCCN(CC[C@H](C)N(C)S(=O)(=O)c2cccc3ccccc23)C1,3.97,2,2.25,3.73,,8.87,C21H30N2O2S,374.55,3,4,0,0,26,BASE,374.55,374.2028,-1.20,0,0,40.62,0.77,N,6
CHEMBL267543,C[C@@H]1CCCN(CC[C@H](C)N(C)S(=O)(=O)c2cccc3ccccc23)C1,3.97,2,2.25,3.73,,8.87,C21H30N2O2S,374.55,3,4,0,0,26,BASE,374.55,374.2028,-1.20,0,0,40.62,0.77,N,6
CHEMBL12654,C[C@H]1CCCN(CC[C@@H](C)N(C)S(=O)(=O)c2cccc3ccccc23)C1,3.97,2,2.25,3.73,,8.87,C21H30N2O2S,374.55,3,4,0,0,26,BASE,374.55,374.2028,-1.20,0,0,40.62,0.77,N,6
CHEMBL12389,C[C@@H]1CCCN(CC[C@@H](C)N(C)S(=O)(=O)c2cccc3ccccc23)C1,3.97,2,2.25,3.73,,8.87,C21H30N2O2S,374.55,3,4,0,0,26,BASE,374.55,374.2028,-1.20,0,0,40.62,0.77,N,6
CHEMBL12624,Cc1cccc(S(=O)(=O)N2CCC[C@@H]2CCN2CCC(C)CC2)c1,3.27,1,1.80,3.22,,8.81,C19H30N2O2S,350.53,3,4,0,0,24,BASE,350.53,350.2028,-1.80,0,0,40.62,0.82,N,5
CHEMBL274384,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]c(Br)c(c34)C[C@H]2N(C)C1,3.67,2,2.64,2.75,,6.88,C20H24BrN3O,402.34,2,4,1,1,25,NEUTRAL,402.34,401.1103,0.63,0,0,39.34,0.85,N,3
CHEMBL12771,CC1CCN(CC[C@@H](C)N(C)S(=O)(=O)c2ccc(Br)c(Br)c2)CC1,4.34,1,2.82,4.20,,8.76,C17H26Br2N2O2S,482.28,3,4,0,0,24,BASE,482.28,480.0082,-1.41,0,0,40.62,0.61,N,6
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,3.07,1,1.34,3.84,4.85,,C13H18O2,206.28,1,2,1,1,15,ACID,206.28,206.1307,0.14,0,0,37.30,0.82,N,4
CHEMBL13659,Nc1nc(N)c(CCCNc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)c(O)n1,0.44,2,-5.87,-0.87,3.18,4.57,C19H24N6O6,432.44,9,12,7,9,31,ACID,432.44,432.1757,-0.43,2,1,213.78,0.24,N,11
CHEMBL531,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,4.27,2,2.15,4.23,,9.49,C19H26N2S,314.50,2,2,1,1,22,BASE,314.50,314.1817,0.61,0,0,19.03,0.91,N,4
CHEMBL13647,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,2.53,1,2.15,2.29,,6.95,C22H31N3O3,385.51,5,6,0,0,28,NEUTRAL,385.51,385.2365,-0.87,0,0,53.09,0.73,N,5
CHEMBL13878,C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.97,1,5.53,5.54,9.05,,C20H28O2,300.44,2,2,1,1,22,NEUTRAL,300.44,300.2089,0.11,0,0,37.30,0.48,N,4
CHEMBL13816,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,4.05,3,2.80,3.76,,8.31,C24H27N3O2,389.50,3,5,2,2,29,NEUTRAL,389.50,389.2103,0.50,0,0,57.36,0.71,N,4
CHEMBL14455,COc1oc(=O)c2cc(NC(=O)Oc3ccccc3)ccc2c1Cl,4.07,3,3.97,3.97,12.53,,C17H12ClNO5,345.74,5,6,1,1,24,NEUTRAL,345.74,345.0404,-0.60,0,0,77.77,0.77,N,3
CHEMBL276140,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,4.42,2,3.31,3.31,11.56,4.33,C16H14F3N3OS,353.37,3,4,1,1,24,NEUTRAL,353.37,353.0810,-1.91,0,0,45.23,0.81,N,2
CHEMBL14841,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccc(-c3ccncc3)c1)CC2,6.08,3,4.96,4.96,11.64,5.02,C22H18F3N3OS,429.47,3,4,1,1,30,NEUTRAL,429.47,429.1123,-1.61,1,1,45.23,0.51,N,3
CHEMBL14563,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,5.13,3,3.93,3.93,11.77,5.44,C21H19ClN4O2,394.86,4,6,1,1,28,NEUTRAL,394.86,394.1197,-1.93,1,1,67.35,0.67,N,3
CHEMBL14362,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Cl)c(-c3cnccc3C)c1)CC2,6.33,3,5.29,5.29,11.63,5.44,C23H19ClF3N3O2,461.87,3,5,1,1,32,NEUTRAL,461.87,461.1118,-1.38,1,1,54.46,0.50,N,3
CHEMBL14352,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,3.70,2,2.52,2.53,11.56,4.33,C16H14F3N3O2,337.30,3,5,1,1,24,NEUTRAL,337.30,337.1038,-1.64,0,0,54.46,0.91,N,2
CHEMBL278685,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cncc(-c3c(F)cccc3F)c1)CC2,5.65,3,4.46,4.46,11.48,3.55,C22H16F5N3O2,449.38,3,5,1,1,32,NEUTRAL,449.38,449.1163,-1.43,1,1,54.46,0.53,N,3
CHEMBL14863,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cncc(-c3ccncc3)c1)CC2,4.77,3,2.95,2.95,11.50,4.74,C21H17F3N4O2,414.39,4,6,1,1,30,NEUTRAL,414.39,414.1304,-1.46,0,0,67.35,0.67,N,3
CHEMBL14864,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cncc(-c3cnccc3C)c1)CC2,5.07,3,3.46,3.47,11.50,5.45,C22H19F3N4O2,428.41,4,6,1,1,31,NEUTRAL,428.41,428.1460,-1.32,1,1,67.35,0.63,N,3
CHEMBL273345,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccc(-c3cnccc3C)c1)CC2,5.68,3,4.68,4.69,11.63,5.54,C23H20F3N3O2,427.43,3,5,1,1,31,NEUTRAL,427.43,427.1508,-1.28,1,1,54.46,0.59,N,3
CHEMBL14548,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccc(-c3ccccn3)c1)CC2,5.37,3,4.56,4.56,11.59,4.37,C22H18F3N3O2,413.40,3,5,1,1,30,NEUTRAL,413.40,413.1351,-1.60,1,1,54.46,0.63,N,3
CHEMBL428879,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccc(-c3cccnc3)c1)CC2,6.08,3,4.96,4.96,11.63,4.71,C22H18F3N3OS,429.47,3,4,1,1,30,NEUTRAL,429.47,429.1123,-1.71,1,1,45.23,0.51,N,3
CHEMBL14401,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cncc(-c3ccc(F)cc3)c1)CC2,5.51,3,4.31,4.32,11.50,3.94,C22H17F4N3O2,431.39,3,5,1,1,31,NEUTRAL,431.39,431.1257,-1.56,1,1,54.46,0.56,N,3
CHEMBL277111,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(-c3cccnc3)nc1)CC2,4.77,3,3.34,3.34,11.62,4.33,C21H17F3N4O2,414.39,4,6,1,1,30,NEUTRAL,414.39,414.1304,-1.66,0,0,67.35,0.67,N,3
CHEMBL14462,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccc(-c3cccnc3)c1C)CC2,5.68,3,4.68,4.69,11.75,4.71,C23H20F3N3O2,427.43,3,5,1,1,31,NEUTRAL,427.43,427.1508,-1.39,1,1,54.46,0.59,N,3
CHEMBL14345,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cncc(-c3cccnc3)c1)CC2,4.77,3,2.95,2.95,11.50,4.68,C21H17F3N4O2,414.39,4,6,1,1,30,NEUTRAL,414.39,414.1304,-1.52,0,0,67.35,0.67,N,3
CHEMBL273760,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(-c3ccccc3)nc1)CC2,5.37,3,4.56,4.56,11.66,3.54,C22H18F3N3O2,413.40,3,5,1,1,30,NEUTRAL,413.40,413.1351,-1.53,1,1,54.46,0.63,N,3
CHEMBL277732,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cncc(-c3cc(F)cc(F)c3)c1)CC2,5.65,3,4.46,4.46,11.50,3.88,C22H16F5N3O2,449.38,3,5,1,1,32,NEUTRAL,449.38,449.1163,-1.47,1,1,54.46,0.53,N,3
CHEMBL14652,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cncc(-c3ccccc3)c1)CC2,5.37,3,4.17,4.17,11.50,3.93,C22H18F3N3O2,413.40,3,5,1,1,30,NEUTRAL,413.40,413.1351,-1.43,1,1,54.46,0.63,N,3
