chembl_id,smiles,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_molformula,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,np_likeness_score,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb
CHEMBL1707460,O=C(NC(NC(=S)Nc1ccc(Br)cc1)C(Cl)(Cl)Cl)OCc1ccccc1,5.36,2,6.03,6.03,12.07,,C17H15BrCl3N3O2S,511.66,3,5,3,3,27,NEUTRAL,511.66,508.9134,-1.34,2,2,62.39,0.29,N,5
CHEMBL1707504,Fc1ccc(N2CCN(c3ncnc4c3cnn4Cc3ccc(Cl)cc3Cl)CC2)cc1,4.65,4,5.38,5.38,,3.43,C22H19Cl2FN6,457.34,6,6,0,0,31,NEUTRAL,457.34,456.1032,-2.25,0,0,50.08,0.45,N,4
CHEMBL1708112,CCN1C(=O)C2(c3ccccc31)c1c(oc3ccc(F)cc3c1=O)C(=O)N2CCCOC,3.03,3,1.90,1.90,,,C24H21FN2O5,436.44,5,7,0,0,32,NEUTRAL,436.44,436.1434,-0.71,0,0,80.06,0.57,N,5
CHEMBL1708195,O=C(CNCCc1ccc(Cl)cc1Cl)NCc1ccco1,3.03,2,1.60,2.71,12.31,8.48,C15H16Cl2N2O2,327.21,3,4,2,2,21,NEUTRAL,327.21,326.0589,-1.92,0,0,54.27,0.77,N,7
CHEMBL1708223,CC1C(=O)N2CCCc3cc(S(=O)(=O)Nc4ccc(Br)cc4F)cc1c32,3.79,2,3.33,3.36,8.47,,C18H16BrFN2O3S,439.31,3,5,1,1,26,NEUTRAL,439.31,438.0049,-1.78,0,0,66.48,0.79,N,3
CHEMBL1708229,CCC(=O)N1CCc2cc(S(=O)(=O)NC(Cc3ccccc3)C(=O)NCc3ccc(F)cc3)ccc21,3.33,3,3.63,3.63,10.13,,C27H28FN3O4S,509.60,4,7,2,2,36,NEUTRAL,509.60,509.1785,-1.58,1,1,95.58,0.46,N,9
CHEMBL1708248,CCc1ccc(-n2c(=O)c3c4c(sc3n(CC(=O)c3ccc(Cl)cc3)c2=O)CCC4)cc1,4.80,4,6.37,6.37,,,C25H21ClN2O3S,464.97,6,5,0,0,32,NEUTRAL,464.97,464.0961,-1.93,0,0,61.07,0.40,N,5
CHEMBL1708580,CCN1CCC(N(Cc2ccc(F)cc2)C(=O)Nc2cc(Cl)ccc2C(=O)OC)CC1,4.78,2,3.52,4.83,12.02,8.70,C23H27ClFN3O3,447.94,4,6,1,1,31,BASE,447.94,447.1725,-2.00,0,0,61.88,0.65,N,6
CHEMBL1708612,NNC(=O)/C(=C\c1ccco1)NC(=O)c1ccccc1,1.04,2,0.61,0.61,11.78,2.85,C14H13N3O3,271.28,4,6,3,4,20,NEUTRAL,271.28,271.0957,-1.53,0,0,97.36,0.33,N,4
CHEMBL1708752,CCc1ccc(NC(=O)CSc2nc3ccsc3c(=O)n2Cc2ccc(OC)cc2)cc1,4.81,4,5.41,5.41,13.90,1.48,C24H23N3O3S2,465.60,7,6,1,1,32,NEUTRAL,465.60,465.1181,-2.35,0,0,73.22,0.30,N,8
CHEMBL1708776,O=C(CSc1oc(-c2ccc(F)cc2)nc1S(=O)(=O)c1ccccc1)NC1CCCCC1,4.85,3,4.73,4.73,,,C23H23FN2O4S2,474.58,6,6,1,1,32,NEUTRAL,474.58,474.1083,-1.82,0,0,89.27,0.49,N,7
CHEMBL1709415,CCOc1ccccc1NC(=O)N(Cc1ccc(F)cc1)C1CCN(CC)CC1,4.74,2,2.46,3.77,11.84,8.70,C23H30FN3O2,399.51,3,5,1,1,29,BASE,399.51,399.2322,-2.19,0,0,44.81,0.73,N,7
CHEMBL1709489,COC(=O)C1=C(C)N(Cc2ccccc2)C(NCC(C)C)=N[C@H]1c1cccc(C(F)(F)F)c1,5.31,2,3.14,5.45,,10.39,C25H28F3N3O2,459.51,5,5,1,1,33,BASE,459.51,459.2134,-0.95,1,1,53.93,0.60,N,6
CHEMBL1709600,O=C(COC(=O)c1ccc(F)c([N+](=O)[O-])c1)NC(=O)NCc1ccccc1,1.92,2,2.33,2.33,11.45,,C17H14FN3O6,375.31,6,9,2,2,27,NEUTRAL,375.31,375.0867,-1.96,0,0,127.64,0.45,N,6
CHEMBL1709642,CC(Cc1nnc(NC(=O)COc2ccc(Cl)cc2Cl)o1)CC(C)(C)C,5.01,2,4.14,4.63,7.00,,C18H23Cl2N3O3,400.31,5,6,1,1,26,NEUTRAL,400.31,399.1116,-1.79,1,1,77.25,0.71,N,7
CHEMBL1709679,CCOC(=O)CCc1ccc(NC(=O)/C=C/c2ccc([N+](=O)[O-])o2)cc1,3.34,2,3.24,3.24,,,C18H18N2O6,358.35,6,8,1,1,26,NEUTRAL,358.35,358.1165,-1.08,0,0,111.68,0.34,N,8
CHEMBL1709685,O=S(=O)(NCc1nc2cccnc2n1Cc1ccccc1Cl)c1ccc(F)c(Cl)c1,4.40,4,4.33,4.34,9.07,1.61,C20H15Cl2FN4O2S,465.34,5,6,1,1,30,NEUTRAL,465.34,464.0277,-2.51,0,0,76.88,0.46,N,6
CHEMBL1709730,N#Cc1c(N)[nH]c2ccc(Sc3ccccc3)cc12,3.77,3,3.38,3.38,13.98,0.96,C15H11N3S,265.34,3,3,2,3,19,NEUTRAL,265.34,265.0674,-1.06,0,0,65.60,0.74,N,2
CHEMBL1710184,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)Cn1ncc(Cl)c(Cl)c1=O,2.67,2,2.32,2.32,11.67,,C18H20Cl2N4O4S,459.36,6,8,1,1,29,NEUTRAL,459.36,458.0582,-2.61,0,0,101.37,0.74,N,5
CHEMBL1710618,O=C(NC(NC(=S)Nc1ccc(Cl)cc1Cl)C(Cl)(Cl)Cl)OCc1ccccc1,5.90,2,6.47,6.47,11.56,,C17H14Cl5N3O2S,501.65,3,5,3,3,28,NEUTRAL,501.65,498.9249,-1.51,2,2,62.39,0.27,N,5
CHEMBL1710676,Cc1ccc(NC(=S)NC(NC(=O)OCc2ccccc2)C(Cl)(Cl)Cl)c(C)c1,5.21,2,6.28,6.28,12.58,,C19H20Cl3N3O2S,460.81,3,5,3,3,28,NEUTRAL,460.81,459.0342,-1.48,1,1,62.39,0.32,N,5
CHEMBL1710928,Cc1ccsc1CN(C(=O)COc1ccccc1Cl)C1CCS(=O)(=O)C1,3.30,2,2.47,2.47,,,C18H20ClNO4S2,413.95,5,5,0,0,26,NEUTRAL,413.95,413.0522,-2.64,0,0,63.68,0.73,N,6
CHEMBL1710944,CCN1CCN(c2ccc(S(=O)(=O)N3CCCCC3)cc2NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)CC1,3.56,2,3.29,3.73,13.50,7.64,C26H33N5O5S,527.65,7,10,1,1,37,NEUTRAL,527.65,527.2202,-1.84,1,1,116.10,0.32,N,8
CHEMBL1711046,CC(C)(C)C1CCc2c(sc(NC(=O)c3cccc(Cl)c3)c2C(N)=O)C1,4.90,2,6.02,6.02,,,C20H23ClN2O2S,390.94,3,4,2,3,26,NEUTRAL,390.94,390.1169,-1.85,0,0,72.19,0.78,N,3
CHEMBL1711095,O=C(Nc1ccccc1N1CCOCC1)c1ccc([N+](=O)[O-])s1,2.75,2,2.97,2.97,12.45,0.10,C15H15N3O4S,333.37,6,7,1,1,23,NEUTRAL,333.37,333.0783,-2.39,0,0,84.71,0.69,N,4
CHEMBL1711228,CC(OC(=O)c1ccc([N+](=O)[O-])s1)C(=O)NC1CCCCC1C,2.90,1,3.62,3.62,13.87,,C15H20N2O5S,340.40,6,7,1,1,23,NEUTRAL,340.40,340.1093,-1.52,0,0,98.54,0.50,N,5
CHEMBL1711341,CC(C)c1ccc2oc(-c3ccc(NC(=O)c4cc5ccccc5o4)cc3)nc2c1,6.62,5,5.76,5.76,,0.51,C25H20N2O3,396.45,4,5,1,1,30,NEUTRAL,396.45,396.1474,-1.41,1,1,68.27,0.37,N,4
CHEMBL1711530,O=C(O)c1cc2c(cc1NC(=O)c1ccccc1OC(F)F)OCCCO2,3.40,2,0.38,3.71,3.61,,C18H15F2NO6,379.32,5,7,2,2,27,ACID,379.32,379.0867,-1.38,0,0,94.09,0.83,N,5
CHEMBL1711701,CC(C)(C)Cc1nnc(NC(=O)COc2ccc(F)cc2Cl)o1,3.47,2,2.50,3.00,7.00,,C15H17ClFN3O3,341.77,5,6,1,1,23,NEUTRAL,341.77,341.0942,-2.32,0,0,77.25,0.90,N,5
CHEMBL1711750,O=C(CCCCn1c(=O)c2ccccc2n(Cc2cccc(Cl)c2)c1=O)NCc1ccc2c(c1)OCO2,4.08,4,4.38,4.38,,,C28H26ClN3O5,519.99,7,8,1,1,37,NEUTRAL,519.99,519.1561,-1.30,1,1,91.56,0.34,N,9
CHEMBL1712072,Cc1cc(OCC(=O)NCC2(N(C)C)CCCCC2)cc(C)c1Cl,3.72,1,2.01,4.08,,9.48,C19H29ClN2O2,352.91,3,4,1,1,24,BASE,352.91,352.1918,-1.34,0,0,41.57,0.85,N,6
CHEMBL1712331,CCN(C[C@H]1N[C@@](CC)(C(=O)OC)[C@H]2C(=O)N(Cc3ccccc3)C(=O)[C@@H]12)S(=O)(=O)c1ccc(C(C)(C)C)cc1.O=C(O)C(F)(F)F,3.09,2,3.92,3.93,,5.68,C32H40F3N3O8S,683.75,7,9,1,1,40,NEUTRAL,569.72,569.2560,-0.91,1,1,113.09,0.36,N,9
CHEMBL1712372,COc1ccc(S(=O)(=O)N2CCC(c3nnnn3-c3ccccc3)CC2)cc1OC,2.25,3,2.14,2.14,,,C20H23N5O4S,429.50,8,9,0,0,30,NEUTRAL,429.50,429.1471,-1.83,0,0,99.44,0.59,N,6
CHEMBL1712643,COc1ccc(S(=O)(=O)NCc2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)cc2)cc1,3.13,3,3.13,3.24,10.44,6.86,C26H29N3O4S,479.60,5,7,1,1,34,NEUTRAL,479.60,479.1879,-1.55,0,0,78.95,0.54,N,8
CHEMBL1712900,O=C1/C(=C/O)c2ccccc2-c2ccccc21,3.45,2,3.02,3.04,8.73,,C15H10O2,222.24,2,2,1,1,17,NEUTRAL,222.24,222.0681,0.05,0,0,37.30,0.55,N,0
CHEMBL1712996,N=c1n(CCO)c2ccccc2n1CCOc1ccc(F)cc1,2.13,3,1.24,2.30,,8.44,C17H18FN3O2,315.35,5,5,2,2,23,NEUTRAL,315.35,315.1383,-1.14,0,0,63.17,0.73,N,6
CHEMBL1713130,CCOC(=O)CCCCCC(=O)Nc1ccc2c(c1)CC(=O)N([C@@H](C)CO)C[C@H](C)[C@@H](CN(C)C(=O)Nc1ccc3c(c1)OCO3)O2,4.18,2,2.92,2.92,13.46,,C34H46N4O9,654.76,9,13,3,3,47,NEUTRAL,654.76,654.3265,-0.48,2,1,155.97,0.21,N,13
CHEMBL1713454,CCCCCCCCCCCCCCCC[N+](C)(C)CCl.[Cl-],6.74,0,3.30,3.30,,,C19H41Cl2N,354.45,0,1,0,0,21,,319.00,318.2922,0.24,1,1,0.00,0.13,N,16
CHEMBL1713534,CCc1ccc2c(c1)c(=O)c(S(=O)(=O)c1ccc(Cl)cc1)cn2CC,4.07,3,4.72,4.72,,,C19H18ClNO3S,375.88,4,4,0,0,25,NEUTRAL,375.88,375.0696,-1.54,0,0,56.14,0.69,N,4
CHEMBL1713627,CC(C)CCN1CC2CCC(NC(=O)c3cc(Cl)cc(Cl)c3)C2C1,4.48,1,1.57,4.35,,10.27,C19H26Cl2N2O,369.34,2,3,1,1,24,BASE,369.34,368.1422,-0.64,0,0,32.34,0.83,N,5
CHEMBL1713939,CCN(CC)S(=O)(=O)c1ccc(N2CCCC2)c(NC(=O)c2ccc([N+](=O)[O-])o2)c1,3.07,2,2.44,2.44,11.85,1.33,C19H24N4O6S,436.49,7,10,1,1,30,NEUTRAL,436.49,436.1417,-2.38,0,0,126.00,0.50,N,8
CHEMBL1714002,COC1=C(Br)C(=O)c2ncccc2C1=O,1.71,1,0.81,0.81,,2.25,C10H6BrNO3,268.07,4,4,0,0,15,NEUTRAL,268.07,266.9531,0.61,0,0,56.26,0.78,N,1
CHEMBL1714133,COc1cc(NC(=O)c2[nH]cnc2C(N)=O)cc(C(=O)Nc2cccc(C(F)(F)F)c2)c1,3.04,3,1.44,1.92,6.94,1.99,C20H16F3N5O4,447.37,5,9,4,5,32,NEUTRAL,447.37,447.1154,-1.61,0,0,139.20,0.46,N,6
CHEMBL1714250,COc1ccc(Cn2c(SCC(=O)Nc3ccc(C)c(C)c3)nc3ccsc3c2=O)cc1,4.86,4,5.48,5.48,13.94,1.49,C24H23N3O3S2,465.60,7,6,1,1,32,NEUTRAL,465.60,465.1181,-2.50,0,0,73.22,0.31,N,7
CHEMBL1714479,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)CC(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)O3)cc1,3.27,3,3.05,3.10,8.21,,C30H37N3O7S2,615.77,7,10,2,2,42,NEUTRAL,615.77,615.2073,-0.92,1,1,133.32,0.38,N,9
CHEMBL1714554,CC(C)CCc1nnc(NC(=O)COc2ccc(F)cc2Cl)o1,3.47,2,2.65,3.14,7.00,,C15H17ClFN3O3,341.77,5,6,1,1,23,NEUTRAL,341.77,341.0942,-2.28,0,0,77.25,0.83,N,7
CHEMBL1714642,CCC(C)CN1C[C@@H]2C(CNC(=O)c3cc(Cl)cc(Cl)c3)[C@@H]2C1,3.95,1,1.10,3.81,,10.19,C18H24Cl2N2O,355.31,2,3,1,1,23,BASE,355.31,354.1266,-0.74,0,0,32.34,0.84,N,6
CHEMBL1714668,COc1ccc(NC(=O)CSc2nc3ccccc3n2CC(=O)Nc2cccc(C)c2C)cc1,5.03,4,5.18,5.18,13.38,3.96,C26H26N4O3S,474.59,6,7,2,2,34,NEUTRAL,474.59,474.1726,-2.25,1,1,85.25,0.35,N,8
CHEMBL1714943,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,-1.39,3,-0.95,-0.59,7.30,,C27H30O15,594.52,15,15,9,9,42,NEUTRAL,594.52,594.1585,1.87,3,3,249.20,0.15,N,6
CHEMBL1715007,N#Cc1ccc(/N=c2\ssnc2Cl)cc1,2.96,2,3.93,3.93,,,C9H4ClN3S2,253.74,5,3,0,0,15,NEUTRAL,253.74,252.9535,-1.76,0,0,49.04,0.73,N,1
CHEMBL1715042,CN(C)CC1CC/C(=C\c2ccc(O)cc2)C1=O.Cl,2.32,1,1.30,2.25,9.25,8.63,C15H20ClNO2,281.78,3,3,1,1,18,BASE,245.32,245.1416,0.30,0,0,40.54,0.83,Y,3
CHEMBL1715047,NC(=O)c1cc([N+](=O)[O-])ccc1NCc1ccc(N)cc1,1.89,2,1.78,1.78,13.49,4.05,C14H14N4O3,286.29,5,7,3,5,21,NEUTRAL,286.29,286.1066,-1.51,0,0,124.28,0.44,N,5
CHEMBL1715183,CCCCCCCCCCCCCCCCCCNc1ccn(C2OC(COP(=O)(O)OCC3OC(n4cc(F)c(=O)[nH]c4=O)CC3O)C(O)C2O)c(=O)n1,4.01,2,2.03,4.49,1.89,,C36H59FN5O12P,803.86,15,17,6,6,55,ACID,803.86,803.3882,0.41,3,3,236.69,0.06,N,26
CHEMBL1715335,COc1cc(C(=O)N(CCCN(C)C)c2nc3c(OC)cccc3s2)cc(OC)c1OC,3.93,3,1.31,3.20,,9.30,C23H29N3O5S,459.57,8,8,0,0,32,BASE,459.57,459.1828,-1.50,0,0,73.36,0.45,N,10
CHEMBL1715560,COc1ccc(Cn2c(C(=O)O)c(CNCc3ccc(C)o3)c3ccc(OC)cc32)cc1,4.60,4,1.25,1.35,3.13,7.88,C25H26N2O5,434.49,6,7,2,2,32,ACID,434.49,434.1842,-0.98,0,0,85.86,0.40,N,9
CHEMBL1716119,C[C@@H](CN1CCC[C@H]1CN1C(N)=NC[C@@H]1Cc1ccccc1)N1C[C@@H](Cc2ccccc2)N(CCc2ccc(Cl)c(Cl)c2)C1=N,5.79,3,1.57,7.12,,11.79,C36H45Cl2N7,646.71,5,7,2,3,45,BASE,646.71,645.3113,-0.50,2,2,75.19,0.26,N,12
CHEMBL1716436,CC1CCN(C(=O)c2c(NC(=O)c3ccccc3F)sc3c2CCC(C(C)(C)C)C3)CC1,6.16,2,7.14,7.14,,,C26H33FN2O2S,456.63,3,4,1,1,32,NEUTRAL,456.63,456.2247,-1.90,1,1,49.41,0.60,N,3
CHEMBL1716759,CCN1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cc2NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)CC1,2.41,2,2.22,2.66,13.50,7.64,C25H31N5O6S,529.62,8,11,1,1,37,NEUTRAL,529.62,529.1995,-1.94,2,1,125.33,0.31,N,8
CHEMBL1716861,CCOC(=O)c1ccc(NC(=O)CCCN2C(=O)/C(=C/c3ccccc3)SC2=S)cc1,4.48,2,4.76,4.76,13.43,,C23H22N2O4S2,454.57,6,6,1,1,31,NEUTRAL,454.57,454.1021,-1.68,0,0,75.71,0.36,N,8
CHEMBL1716867,Cc1ccc(NC(=S)NC(NC(=O)OCc2ccccc2)C(Cl)(Cl)Cl)cc1,4.90,2,5.77,5.77,12.53,,C18H18Cl3N3O2S,446.79,3,5,3,3,27,NEUTRAL,446.79,445.0185,-1.33,0,0,62.39,0.35,N,5
CHEMBL1716931,COc1ccc(-c2nc3ccccc3o2)cc1NC(=O)COc1c(C)cc(Cl)cc1Cl,6.14,4,5.66,5.66,11.47,0.17,C23H18Cl2N2O4,457.31,5,6,1,1,31,NEUTRAL,457.31,456.0644,-1.69,1,1,73.59,0.38,N,6
CHEMBL1717269,CCC(CC)CN1CC2CCC(NC(=O)c3cc(Cl)cc(Cl)c3)C2C1,4.87,1,1.86,4.87,,10.58,C20H28Cl2N2O,383.36,2,3,1,1,25,BASE,383.36,382.1579,-0.50,0,0,32.34,0.76,N,6
CHEMBL1718303,CSCCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)NNC(=O)c1csc(N2CCOCC2)n1,1.15,2,1.47,2.09,6.62,,C20H27N5O5S3,513.67,9,10,3,3,33,NEUTRAL,513.67,513.1174,-2.26,1,1,129.73,0.43,N,9
CHEMBL1718305,O=C(NC(NC(=S)Nc1ccc(F)cc1)C(Cl)(Cl)Cl)OCc1ccccc1,4.73,2,5.40,5.40,12.05,,C17H15Cl3FN3O2S,450.75,3,5,3,3,27,NEUTRAL,450.75,448.9935,-1.52,0,0,62.39,0.35,N,5
CHEMBL1718525,COc1ccccc1CNC(=O)Cn1c(-c2cccs2)cc2cc(F)ccc21,4.83,4,4.24,4.24,,,C22H19FN2O2S,394.47,4,4,1,1,28,NEUTRAL,394.47,394.1151,-2.01,0,0,43.26,0.51,N,6
CHEMBL1718830,Nc1ccc(-c2cc3ccccc3c(=O)o2)cc1,3.04,3,2.52,2.52,,3.53,C15H11NO2,237.26,3,3,1,2,18,NEUTRAL,237.26,237.0790,0.27,0,0,56.23,0.66,N,1
CHEMBL1719035,O=C(NC(NC(=S)Nc1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl)OCc1ccccc1,5.90,2,6.47,6.47,11.56,,C17H14Cl5N3O2S,501.65,3,5,3,3,28,NEUTRAL,501.65,498.9249,-1.50,2,2,62.39,0.27,N,5
CHEMBL1719094,CC(=O)Nc1cccc(C(=O)NNC(=O)c2nnc(O)c3ccccc23)c1,1.37,3,-0.03,0.80,6.61,0.13,C18H15N5O4,365.35,6,9,4,4,27,NEUTRAL,365.35,365.1124,-1.66,0,0,133.31,0.52,N,3
CHEMBL1719168,COCc1nnc(NC(=O)c2cc(OC)c(OC)c(OC)c2)s1,1.96,2,0.75,1.00,7.47,,C14H17N3O5S,339.37,8,8,1,1,23,NEUTRAL,339.37,339.0889,-1.56,0,0,91.80,0.82,N,7
CHEMBL1719334,COc1ccc(OCC(=O)N2CCN(CCc3ccccn3)CC2)cc1,1.86,2,1.37,1.45,,6.70,C20H25N3O3,355.44,5,6,0,0,26,NEUTRAL,355.44,355.1896,-1.65,0,0,54.90,0.76,N,7
CHEMBL1719657,Cc1ccc(OCCC(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,1.77,2,2.08,2.08,10.22,,C18H22N2O4S,362.45,4,6,2,3,25,NEUTRAL,362.45,362.1300,-1.40,0,0,98.49,0.75,N,8
CHEMBL1720217,COc1ccc(CC2(CO)CCN(Cc3nccn3-c3cccc(C)c3)CC2)cc1,4.01,3,3.65,3.84,,7.14,C25H31N3O2,405.54,5,5,1,1,30,NEUTRAL,405.54,405.2416,-1.19,0,0,50.52,0.65,N,7
CHEMBL1720263,CCC(CC)CN1C[C@@H]2C(CNC(=O)c3cc(Cl)cc(Cl)c3)[C@@H]2C1,4.34,1,1.42,4.25,,10.34,C19H26Cl2N2O,369.34,2,3,1,1,24,BASE,369.34,368.1422,-0.68,0,0,32.34,0.78,N,7
CHEMBL1720419,CC(C)COc1ccc(-c2nnc(-c3ccc(Cl)nc3)o2)cc1,4.49,3,3.70,3.70,,0.65,C17H16ClN3O2,329.79,5,5,0,0,23,NEUTRAL,329.79,329.0931,-1.20,0,0,61.04,0.65,N,5
CHEMBL1720447,CCC1=Nc2cc(C(=O)NCCN(CC)CC)ccc2Sc2ccccc21,4.75,2,2.77,4.42,,9.04,C22H27N3OS,381.55,4,4,1,1,27,BASE,381.55,381.1875,-1.35,0,0,44.70,0.75,N,7
CHEMBL1720696,FC(F)(F)c1cc(CCN2CCNC[C@@H]2Cc2ccccc2)cc(C(F)(F)F)c1,4.78,2,3.67,5.50,,9.23,C21H22F6N2,416.41,2,2,1,1,29,BASE,416.41,416.1687,-0.67,0,0,15.27,0.71,N,5
CHEMBL1720735,O=C1NC(=S)S/C1=C\c1cc(Cl)cc(Cl)c1O,3.19,1,1.45,3.64,4.93,,C10H5Cl2NO2S2,306.20,4,3,2,2,17,ACID,306.20,304.9139,-1.73,0,0,49.33,0.62,N,1
CHEMBL1721099,CCOC(=O)c1cnc2c(Cl)cc(Cl)cc2c1Nc1ccccc1OC,5.47,3,6.28,6.28,,3.21,C19H16Cl2N2O3,391.25,5,5,1,1,26,NEUTRAL,391.25,390.0538,-1.31,1,1,60.45,0.58,N,5
CHEMBL1721433,COc1cc(OC)cc(C(=O)NNC(=O)c2nn(C)c(=O)c3ccccc23)c1,1.03,3,1.15,1.16,8.98,,C19H18N4O5,382.38,7,9,2,2,28,NEUTRAL,382.38,382.1277,-1.47,0,0,111.55,0.65,N,4
CHEMBL1721503,COc1ccccc1CN1CCC(n2nccc2NC(=O)CCCc2ccccc2)CC1,4.69,3,3.26,4.05,13.15,8.10,C26H32N4O2,432.57,5,6,1,1,32,NEUTRAL,432.57,432.2525,-1.58,0,0,59.39,0.53,N,9
CHEMBL1722457,CC(C)Cc1nnc(NC(=O)COc2ccc(F)cc2Cl)o1,3.08,2,2.20,2.70,7.00,,C14H15ClFN3O3,327.74,5,6,1,1,22,NEUTRAL,327.74,327.0786,-2.40,0,0,77.25,0.88,N,6
CHEMBL1722657,Clc1ccc(Cn2ncc3c(N4CCN(c5cccc(Cl)c5)CC4)ncnc32)cc1,4.51,4,5.24,5.24,,3.38,C22H20Cl2N6,439.35,6,6,0,0,30,NEUTRAL,439.35,438.1126,-2.05,0,0,50.08,0.47,N,4
CHEMBL1723274,Cc1ccccc1OCC(=O)Nc1c(C)ccc2nsnc12,3.33,3,3.90,3.90,11.22,,C16H15N3O2S,313.38,5,5,1,1,22,NEUTRAL,313.38,313.0885,-2.06,0,0,64.11,0.80,N,4
CHEMBL1723322,CC(C)COc1ccc(C(=O)NCC2(N3CCN(C)CC3)CCCCC2)cc1,3.40,1,2.90,3.72,,8.15,C23H37N3O2,387.57,4,5,1,1,28,NEUTRAL,387.57,387.2886,-1.02,0,0,44.81,0.78,N,7
CHEMBL1723417,CC(C)CN1C[C@@H]2C(CNC(=O)c3cc(Cl)cc(Cl)c3)[C@@H]2C1,3.56,1,0.77,3.36,,10.05,C17H22Cl2N2O,341.28,2,3,1,1,22,BASE,341.28,340.1109,-0.93,0,0,32.34,0.89,N,5
CHEMBL1723437,CCCC(=O)OC1=CN(Cc2ccccc2)S(=O)(=O)c2ccccc21,3.53,2,3.33,3.33,,,C19H19NO4S,357.43,4,5,0,0,25,,357.43,357.1035,-0.48,0,0,63.68,0.77,N,5
CHEMBL1723483,CCN(CC)S(=O)(=O)c1ccc2nc(NC(=O)c3ccccc3OC)sc2c1,3.59,3,3.50,3.50,11.12,,C19H21N3O4S2,419.53,6,7,1,1,28,NEUTRAL,419.53,419.0973,-2.47,0,0,88.60,0.63,N,7
CHEMBL1723773,O=C1NC2c3c(I)sc(I)c3C(=O)C2O1,2.30,1,2.87,2.87,10.20,,C8H3I2NO3S,446.99,4,4,1,1,15,NEUTRAL,446.99,446.7923,0.57,0,0,55.40,0.62,N,0
CHEMBL1723909,O=C(c1ccccn1)N(Cc1ccco1)C1(C(=O)Nc2ccc(Br)cc2)CCCCC1,5.42,3,4.93,4.93,13.15,2.03,C24H24BrN3O3,482.38,4,6,1,1,31,NEUTRAL,482.38,481.1001,-1.42,1,1,75.44,0.51,N,6
CHEMBL1724246,O=C(Cc1ccc2c(c1)OCO2)NN=Cc1ccc([N+](=O)[O-])o1,1.61,2,1.66,1.66,11.70,,C14H11N3O6,317.26,7,9,1,1,23,NEUTRAL,317.26,317.0648,-1.59,0,0,116.20,0.51,N,5
CHEMBL1724710,Cc1cccc(-n2ccnc2CN2CCC(CO)(CC3CCCCO3)CC2)c1,3.71,2,2.84,2.98,,6.98,C23H33N3O2,383.54,5,5,1,1,28,NEUTRAL,383.54,383.2573,-1.19,0,0,50.52,0.83,N,6
CHEMBL1724825,CCOc1ccc(-n2nc3cc(C)c(NC(=O)CC)cc3n2)cc1,3.48,3,3.51,3.51,13.62,,C18H20N4O2,324.38,5,6,1,1,24,NEUTRAL,324.38,324.1586,-2.01,0,0,69.04,0.78,N,5
CHEMBL1724929,O=C(O)c1ccccc1C(=O)Nc1cc(-c2ccccc2)[nH]n1,3.03,3,-0.30,3.00,2.93,1.55,C17H13N3O3,307.31,3,6,3,3,23,ACID,307.31,307.0957,-1.17,0,0,95.08,0.69,N,4
CHEMBL1725090,CC(C)Cc1nnc(NC(=O)COc2ccc(Cl)cc2Cl)o1,3.59,2,2.66,3.16,7.00,,C14H15Cl2N3O3,344.20,5,6,1,1,22,NEUTRAL,344.20,343.0490,-2.15,0,0,77.25,0.87,N,6
CHEMBL1725188,CC(=O)C[C@@H](O)CC(=O)[C@H]1OC(=O)[C@H](C)CCCCc2ccccc21,2.93,1,3.37,3.37,12.73,,C20H26O5,346.42,5,5,1,1,25,NEUTRAL,346.42,346.1780,0.81,0,0,80.67,0.83,N,5
CHEMBL1725644,Cc1ccc(CN2CCC(CNc3ncnc4onc(-c5ccc(F)cc5)c34)CC2)cc1,5.06,4,3.06,4.77,,9.11,C25H26FN5O,431.52,6,6,1,1,32,BASE,431.52,431.2121,-1.63,1,1,67.08,0.46,N,6
CHEMBL1725690,CC(C)(C)CCN1CC2CCC(NC(=O)c3cc(Cl)cc(Cl)c3)C2C1,4.87,1,1.72,4.65,,10.46,C20H28Cl2N2O,383.36,2,3,1,1,25,BASE,383.36,382.1579,-0.69,0,0,32.34,0.80,N,4
